iter	Passed	Remaining
1664	33278	26682
1665	33296	26660
1666	33314	26639
1667	33333	26618
1668	33350	26596
1669	33368	26574
1670	33385	26552
1671	33404	26531
1672	33422	26510
1673	33440	26488
1674	33460	26468
1675	33480	26448
1676	33500	26429
1677	33517	26406
1678	33536	26386
1679	33556	26365
1680	33575	26345
1681	33594	26324
1682	33614	26304
1683	33632	26282
1684	33650	26261
1685	33669	26241
1686	33688	26219
1687	33709	26200
1688	33730	26181
1689	33758	26167
1690	33783	26151
1691	33807	26134
1692	33831	26118
1693	33850	26097
1694	33868	26075
1695	33886	26053
1696	33905	26033
1697	33925	26013
1698	33944	25992
1699	33964	25972
1700	33982	25951
1701	34001	25930
1702	34020	25909
1703	34039	25889
1704	34058	25868
1705	34076	25846
1706	34094	25825
1707	34116	25806
1708	34134	25785
1709	34152	25764
1710	34172	25744
1711	34193	25725
1712	34215	25706
1713	34234	25686
1714	34254	25665
1715	34272	25644
1716	34291	25623
1717	34312	25604
1718	34333	25585
1719	34353	25565
1720	34374	25546
1721	34394	25526
1722	34415	25507
1723	34436	25487
1724	34454	25466
1725	34475	25446
1726	34493	25425
1727	34516	25407
1728	34535	25387
1729	34556	25368
1730	34575	25347
1731	34595	25327
1732	34614	25306
1733	34633	25285
1734	34652	25265
1735	34673	25245
1736	34694	25227
1737	34718	25210
1738	34742	25192
1739	34764	25174
1740	34786	25155
1741	34808	25137
1742	34831	25119
1743	34860	25106
1744	34884	25088
1745	34905	25069
1746	34925	25049
1747	34948	25031
1748	34966	25010
1749	34984	24989
1750	35003	24968
1751	35024	24949
1752	35042	24927
1753	35063	24907
1754	35082	24887
1755	35102	24867
1756	35123	24848
1757	35144	24828
1758	35163	24808
1759	35183	24788
1760	35204	24769
1761	35224	24749
1762	35244	24729
1763	35266	24710
1764	35285	24689
1765	35303	24668
1766	35321	24647
1767	35338	24625
1768	35350	24599
1769	35370	24579
1770	35391	24560
1771	35407	24537
1772	35422	24514
1773	35449	24499
1774	35476	24484
1775	35499	24465
1776	35520	24446
1777	35541	24427
1778	35559	24405
1779	35577	24384
1780	35596	24363
1781	35616	24344
1782	35635	24323
1783	35655	24303
1784	35675	24283
1785	35689	24259
1786	35710	24239
1787	35730	24220
1788	35751	24200
1789	35769	24179
1790	35788	24158
1791	35806	24137
1792	35825	24117
1793	35842	24095
1794	35858	24072
1795	35876	24050
1796	35896	24030
1797	35915	24010
1798	35931	23987
1799	35947	23965
1800	35966	23944
1801	35984	23923
1802	36005	23903
1803	36024	23883
1804	36045	23863
1805	36063	23842
1806	36079	23820
1807	36096	23797
1808	36115	23777
1809	36136	23758
1810	36159	23740
1811	36180	23721
1812	36203	23703
1813	36224	23683
1814	36247	23665
1815	36267	23645
1816	36288	23626
1817	36308	23606
1818	36327	23586
1819	36348	23566
1820	36369	23547
1821	36389	23527
1822	36408	23506
1823	36427	23485
1824	36446	23465
1825	36465	23445
1826	36486	23425
1827	36504	23404
1828	36523	23383
1829	36543	23363
1830	36561	23342
1831	36580	23321
1832	36600	23301
1833	36621	23282
1834	36640	23262
1835	36661	23243
1836	36680	23222
1837	36702	23203
1838	36720	23182
1839	36741	23162
1840	36762	23144
1841	36784	23124
1842	36807	23106
1843	36828	23087
1844	36849	23068
1845	36868	23047
1846	36887	23027
1847	36907	23007
1848	36928	22988
1849	36947	22967
1850	36966	22947
1851	36987	22927
1852	37006	22906
1853	37024	22885
1854	37045	22866
1855	37065	22846
1856	37085	22826
1857	37104	22805
1858	37123	22785
1859	37142	22765
1860	37162	22744
1861	37182	22724
1862	37201	22704
1863	37222	22684
1864	37240	22663
1865	37261	22644
1866	37283	22625
1867	37302	22604
1868	37323	22585
1869	37344	22566
1870	37364	22546
1871	37385	22527
1872	37405	22506
1873	37430	22490
1874	37453	22471
1875	37472	22451
1876	37491	22431
1877	37511	22411
1878	37534	22392
1879	37552	22371
1880	37574	22353
1881	37597	22334
1882	37618	22315
1883	37638	22295
1884	37658	22275
1885	37678	22255
1886	37697	22234
1887	37715	22213
1888	37736	22194
1889	37755	22173
1890	37774	22153
1891	37794	22133
1892	37815	22113
1893	37836	22094
1894	37854	22073
1895	37874	22053
1896	37893	22033
1897	37913	22013
1898	37934	21993
1899	37955	21974
1900	37974	21953
1901	37996	21934
1902	38015	21914
1903	38032	21892
1904	38054	21873
1905	38076	21854
1906	38095	21834
1907	38117	21815
1908	38139	21797
1909	38159	21776
1910	38178	21756
1911	38198	21736
1912	38217	21715
1913	38238	21696
1914	38258	21676
1915	38280	21657
1916	38305	21640
1917	38332	21624
1918	38357	21607
1919	38382	21590
1920	38409	21574
1921	38435	21557
1922	38463	21541
1923	38487	21524
1924	38514	21507
1925	38542	21492
1926	38569	21476
1927	38595	21459
1928	38621	21443
1929	38648	21426
1930	38674	21410
1931	38701	21394
1932	38727	21377
1933	38753	21360
1934	38771	21339
1935	38796	21322
1936	38821	21304
1937	38849	21288
1938	38872	21270
1939	38897	21253
1940	38923	21236
1941	38945	21217
1942	38968	21199
1943	38991	21180
1944	39012	21161
1945	39035	21142
1946	39057	21123
1947	39079	21104
1948	39100	21085
1949	39118	21064
1950	39133	21041
1951	39155	21021
1952	39178	21003
1953	39200	20984
1954	39222	20965
1955	39244	20946
1956	39267	20927
1957	39290	20909
1958	39313	20890
1959	39333	20870
1960	39353	20850
1961	39376	20832
1962	39398	20813
1963	39414	20791
1964	39436	20772
1965	39458	20752
1966	39480	20733
1967	39502	20714
1968	39524	20695
1969	39545	20675
1970	39567	20657
1971	39591	20639
1972	39618	20622
1973	39636	20601
1974	39658	20582
1975	39680	20563
1976	39704	20545
1977	39728	20527
1978	39749	20507
1979	39770	20487
1980	39790	20467
1981	39812	20448
1982	39836	20430
1983	39858	20411
1984	39882	20393
1985	39898	20371
1986	39920	20352
1987	39944	20333
1988	39967	20315
1989	39991	20297
1990	40014	20278
1991	40036	20259
1992	40062	20242
1993	40086	20224
1994	40112	20206
1995	40140	20190
1996	40168	20174
1997	40190	20155
1998	40212	20136
1999	40235	20117
2000	40257	20098
2001	40279	20079
2002	40299	20059
2003	40319	20039
2004	40339	20018
2005	40357	19997
2006	40379	19978
2007	40399	19958
2008	40417	19937
2009	40437	19916
2010	40456	19896
2011	40479	19877
2012	40498	19856
2013	40516	19835
2014	40534	19814
2015	40553	19793
2016	40571	19772
2017	40590	19752
2018	40609	19731
2019	40629	19711
2020	40651	19692
2021	40670	19671
2022	40692	19652
2023	40713	19632
2024	40734	19612
2025	40754	19592
2026	40774	19572
2027	40796	19553
2028	40815	19532
2029	40832	19511
2030	40852	19490
2031	40872	19470
2032	40893	19451
2033	40921	19434
2034	40942	19415
2035	40964	19395
2036	40984	19375
2037	41003	19355
2038	41020	19333
2039	41041	19313
2040	41059	19292
2041	41079	19272
2042	41099	19252
2043	41121	19233
2044	41142	19213
2045	41162	19193
2046	41183	19173
2047	41205	19154
2048	41225	19133
2049	41244	19113
2050	41262	19092
2051	41281	19071
2052	41301	19051
2053	41320	19030
2054	41340	19010
2055	41359	18989
2056	41377	18969
2057	41400	18949
2058	41420	18929
2059	41440	18909
2060	41461	18890
2061	41482	18870
2062	41500	18849
2063	41518	18828
2064	41538	18807
2065	41556	18786
2066	41576	18766
2067	41595	18745
2068	41614	18725
2069	41635	18705
2070	41654	18685
2071	41672	18664
2072	41693	18644
2073	41712	18624
2074	41731	18603
2075	41752	18583
2076	41772	18563
2077	41793	18543
2078	41812	18522
2079	41831	18502
2080	41849	18481
2081	41868	18460
2082	41886	18439
2083	41906	18419
2084	41926	18399
2085	41949	18380
2086	41968	18360
2087	41989	18340
2088	42009	18319
2089	42029	18299
2090	42049	18279
2091	42070	18259
2092	42087	18238
2093	42108	18218
2094	42128	18198
2095	42148	18178
2096	42167	18158
2097	42187	18138
2098	42205	18116
2099	42225	18096
2100	42244	18075
2101	42265	18056
2102	42291	18038
2103	42312	18019
2104	42333	17999
2105	42353	17978
2106	42374	17959
2107	42395	17939
2108	42414	17919
2109	42426	17895
2110	42444	17874
2111	42465	17854
2112	42486	17834
2113	42506	17815
2114	42527	17794
2115	42544	17773
2116	42565	17753
2117	42583	17733
2118	42603	17712
2119	42624	17693
2120	42644	17673
2121	42662	17652
2122	42685	17632
2123	42701	17611
2124	42719	17590
2125	42738	17569
2126	42755	17548
2127	42773	17527
2128	42792	17506
2129	42812	17486
2130	42831	17466
2131	42851	17446
2132	42870	17425
2133	42891	17405
2134	42910	17385
2135	42931	17365
2136	42949	17344
2137	42970	17324
2138	42989	17304
2139	43010	17284
2140	43027	17263
2141	43045	17242
2142	43063	17221
2143	43082	17200
2144	43101	17180
2145	43119	17159
2146	43138	17138
2147	43155	17117
2148	43174	17097
2149	43192	17076
2150	43210	17055
2151	43228	17034
2152	43251	17015
2153	43272	16995
2154	43298	16977
2155	43324	16959
2156	43352	16943
2157	43371	16922
2158	43389	16901
2159	43409	16881
2160	43431	16862
2161	43450	16841
2162	43469	16821
2163	43490	16801
2164	43510	16781
2165	43530	16761
2166	43551	16741
2167	43572	16721
2168	43592	16701
2169	43611	16680
2170	43630	16660
2171	43649	16639
2172	43668	16619
2173	43687	16598
2174	43708	16578
2175	43726	16558
2176	43745	16537
2177	43762	16516
2178	43781	16495
2179	43799	16475
2180	43817	16454
2181	43836	16433
2182	43855	16413
2183	43873	16392
2184	43892	16371
2185	43913	16352
2186	43935	16332
2187	43957	16313
2188	43976	16292
2189	43995	16272
2190	44014	16251
2191	44033	16231
2192	44053	16211
2193	44072	16190
2194	44091	16170
2195	44110	16149
2196	44130	16129
2197	44150	16109
2198	44171	16089
2199	44192	16070
2200	44213	16050
2201	44234	16030
2202	44252	16009
2203	44271	15989
2204	44291	15969
2205	44309	15948
2206	44328	15927
2207	44345	15906
2208	44366	15886
2209	44385	15866
2210	44407	15847
2211	44430	15827
2212	44453	15808
2213	44480	15791
2214	44502	15771
2215	44521	15751
2216	44539	15730
2217	44560	15710
2218	44581	15690
2219	44600	15670
2220	44619	15649
2221	44637	15629
2222	44655	15608
2223	44675	15588
2224	44697	15568
2225	44717	15548
2226	44738	15528
2227	44758	15508
2228	44777	15488
2229	44798	15468
2230	44815	15447
2231	44834	15426
2232	44853	15406
2233	44872	15386
2234	44892	15365
2235	44910	15345
2236	44929	15324
2237	44948	15304
2238	44966	15283
2239	44984	15262
2240	45003	15242
2241	45023	15221
2242	45042	15201
2243	45062	15181
2244	45081	15160
2245	45102	15141
2246	45120	15120
2247	45137	15099
2248	45155	15078
2249	45171	15057
2250	45190	15036
2251	45208	15016
2252	45227	14995
2253	45247	14975
2254	45267	14955
2255	45288	14935
2256	45308	14915
2257	45328	14895
2258	45348	14875
2259	45367	14854
2260	45386	14834
2261	45408	14815
2262	45428	14794
2263	45448	14774
2264	45471	14755
2265	45492	14735
2266	45512	14715
2267	45531	14695
2268	45549	14674
2269	45569	14654
2270	45587	14633
2271	45609	14614
2272	45629	14594
2273	45651	14574
2274	45671	14554
2275	45692	14534
2276	45713	14515
2277	45737	14496
2278	45758	14476
2279	45779	14456
2280	45801	14437
2281	45821	14417
2282	45840	14396
2283	45859	14376
2284	45879	14356
2285	45902	14336
2286	45924	14317
2287	45947	14298
2288	45967	14278
2289	45988	14258
2290	46008	14238
2291	46026	14217
2292	46046	14197
2293	46065	14177
2294	46088	14157
2295	46109	14137
2296	46135	14119
2297	46156	14100
2298	46176	14079
2299	46195	14059
2300	46217	14039
2301	46236	14019
2302	46258	13999
2303	46278	13979
2304	46300	13960
2305	46321	13940
2306	46341	13920
2307	46361	13900
2308	46382	13880
2309	46403	13860
2310	46423	13840
2311	46444	13820
2312	46463	13800
2313	46484	13780
2314	46503	13760
2315	46522	13739
2316	46541	13719
2317	46562	13699
2318	46581	13679
2319	46598	13658
2320	46617	13637
2321	46636	13617
2322	46654	13596
2323	46672	13576
2324	46693	13556
2325	46712	13535
2326	46731	13515
2327	46751	13495
2328	46772	13475
2329	46792	13455
2330	46812	13435
2331	46833	13415
2332	46853	13395
2333	46873	13375
2334	46892	13354
2335	46912	13334
2336	46933	13315
2337	46955	13295
2338	46975	13275
2339	46993	13254
2340	47012	13234
2341	47032	13214
2342	47054	13194
2343	47078	13175
2344	47099	13155
2345	47121	13136
2346	47144	13116
2347	47165	13096
2348	47185	13076
2349	47205	13056
2350	47226	13037
2351	47248	13017
2352	47269	12997
2353	47286	12976
2354	47306	12956
2355	47326	12936
2356	47345	12916
2357	47364	12895
2358	47384	12875
2359	47404	12855
2360	47422	12834
2361	47443	12814
2362	47462	12794
2363	47482	12774
2364	47504	12754
2365	47524	12734
2366	47544	12714
2367	47564	12694
2368	47585	12674
2369	47607	12655
2370	47629	12635
2371	47648	12615
2372	47669	12595
2373	47689	12575
2374	47707	12554
2375	47725	12533
2376	47743	12513
2377	47762	12493
2378	47782	12472
2379	47800	12452
2380	47819	12431
2381	47837	12411
2382	47858	12391
2383	47878	12371
2384	47891	12349
2385	47909	12328
2386	47929	12308
2387	47946	12287
2388	47964	12267
2389	47981	12246
2390	47996	12225
2391	48014	12204
2392	48034	12184
2393	48055	12164
2394	48076	12144
2395	48096	12124
2396	48117	12104
2397	48142	12085
2398	48168	12067
2399	48192	12048
2400	48216	12029
2401	48234	12008
2402	48254	11988
2403	48272	11967
2404	48294	11948
2405	48313	11927
2406	48335	11908
2407	48356	11888
2408	48376	11868
2409	48399	11848
2410	48419	11828
2411	48441	11809
2412	48460	11788
2413	48483	11769
2414	48505	11749
2415	48532	11731
2416	48555	11712
2417	48577	11692
2418	48602	11673
2419	48622	11653
2420	48646	11634
2421	48668	11614
2422	48690	11594
2423	48711	11575
2424	48732	11555
2425	48754	11535
2426	48777	11516
2427	48799	11496
2428	48822	11476
2429	48845	11457
2430	48869	11438
2431	48888	11418
2432	48908	11398
2433	48931	11378
2434	48954	11358
2435	48972	11338
2436	48994	11318
2437	49015	11298
2438	49036	11279
2439	49058	11259
2440	49080	11239
2441	49104	11220
2442	49126	11200
2443	49146	11180
2444	49165	11160
2445	49187	11140
2446	49210	11121
2447	49236	11102
2448	49258	11082
2449	49282	11063
2450	49304	11043
2451	49328	11024
2452	49348	11004
2453	49370	10984
2454	49391	10964
2455	49413	10945
2456	49436	10925
2457	49458	10905
2458	49476	10885
2459	49495	10864
2460	49514	10844
2461	49534	10824
2462	49555	10804
2463	49573	10783
2464	49592	10763
2465	49610	10742
2466	49629	10722
2467	49649	10702
2468	49668	10682
2469	49688	10661
2470	49705	10641
2471	49724	10620
2472	49742	10600
2473	49761	10579
2474	49781	10559
2475	49802	10539
2476	49824	10520
2477	49846	10500
2478	49868	10480
2479	49887	10460
2480	49906	10440
2481	49927	10419
2482	49947	10399
2483	49965	10379
2484	49986	10359
2485	50006	10339
2486	50025	10318
2487	50045	10298
2488	50065	10278
2489	50083	10258
2490	50101	10237
2491	50120	10217
2492	50140	10196
2493	50159	10176
2494	50179	10156
2495	50194	10135
2496	50212	10114
2497	50231	10094
2498	50251	10074
2499	50272	10054
2500	50292	10034
2501	50313	10014
2502	50333	9994
2503	50353	9974
2504	50372	9953
2505	50391	9933
2506	50409	9912
2507	50428	9892
2508	50447	9872
2509	50466	9851
2510	50486	9831
2511	50506	9811
2512	50525	9791
2513	50548	9771
2514	50571	9752
2515	50591	9732
2516	50613	9712
2517	50633	9692
2518	50651	9671
2519	50672	9651
2520	50693	9631
2521	50713	9611
2522	50732	9591
2523	50754	9571
2524	50775	9551
2525	50794	9531
2526	50813	9511
2527	50833	9490
2528	50851	9470
2529	50871	9450
2530	50891	9430
2531	50913	9410
2532	50935	9390
2533	50955	9370
2534	50974	9350
2535	50993	9330
2536	51012	9309
2537	51030	9289
2538	51048	9268
2539	51066	9248
2540	51085	9227
2541	51106	9208
2542	51128	9188
2543	51150	9168
2544	51170	9148
2545	51190	9128
2546	51211	9108
2547	51230	9088
2548	51250	9067
2549	51269	9047
2550	51289	9027
2551	51309	9007
2552	51330	8987
2553	51349	8967
2554	51368	8946
2555	51388	8926
2556	51407	8906
2557	51427	8886
2558	51447	8866
2559	51466	8845
2560	51485	8825
2561	51505	8805
2562	51525	8785
2563	51545	8765
2564	51565	8744
2565	51585	8724
2566	51604	8704
2567	51624	8684
2568	51647	8664
2569	51669	8645
2570	51689	8624
2571	51709	8604
2572	51730	8584
2573	51750	8564
2574	51771	8544
2575	51793	8524
2576	51812	8504
2577	51837	8485
2578	51858	8465
2579	51880	8445
2580	51900	8425
2581	51922	8405
2582	51941	8385
2583	51962	8365
2584	51980	8345
2585	52000	8324
2586	52022	8305
2587	52043	8285
2588	52063	8265
2589	52083	8244
2590	52104	8224
2591	52126	8205
2592	52146	8184
2593	52167	8165
2594	52186	8144
2595	52206	8124
2596	52225	8104
2597	52245	8084
2598	52265	8064
2599	52287	8044
2600	52307	8024
2601	52326	8003
2602	52345	7983
2603	52363	7963
2604	52382	7942
2605	52404	7922
2606	52423	7902
2607	52444	7882
2608	52464	7862
2609	52485	7842
2610	52505	7822
2611	52525	7802
2612	52545	7782
2613	52564	7762
2614	52583	7741
2615	52604	7721
2616	52625	7701
2617	52644	7681
2618	52666	7661
2619	52686	7641
2620	52707	7621
2621	52727	7601
2622	52745	7581
2623	52765	7560
2624	52785	7540
2625	52806	7520
2626	52825	7500
2627	52845	7480
2628	52864	7460
2629	52888	7440
2630	52913	7421
2631	52938	7401
2632	52962	7382
2633	52984	7362
2634	53003	7341
2635	53023	7321
2636	53044	7301
2637	53066	7282
2638	53091	7262
2639	53112	7242
2640	53135	7222
2641	53161	7203
2642	53183	7183
2643	53204	7163
2644	53224	7143
2645	53244	7123
2646	53262	7103
2647	53282	7082
2648	53302	7062
2649	53323	7042
2650	53343	7022
2651	53362	7002
2652	53383	6982
2653	53403	6962
2654	53421	6941
2655	53439	6921
2656	53458	6901
2657	53477	6880
2658	53495	6860
2659	53514	6840
2660	53535	6820
2661	53554	6799
2662	53574	6779
2663	53592	6759
2664	53614	6739
2665	53635	6719
2666	53653	6699
2667	53673	6679
2668	53693	6658
2669	53714	6638
2670	53736	6619
2671	53756	6598
2672	53777	6578
2673	53797	6558
2674	53814	6538
2675	53834	6518
2676	53856	6498
2677	53874	6477
2678	53893	6457
2679	53914	6437
2680	53937	6417
2681	53956	6397
2682	53981	6377
2683	54004	6358
2684	54029	6338
2685	54052	6318
2686	54074	6299
2687	54100	6279
2688	54121	6259
2689	54145	6239
2690	54167	6219
2691	54189	6200
2692	54210	6179
2693	54231	6159
2694	54251	6139
2695	54272	6119
2696	54290	6099
2697	54309	6079
2698	54329	6058
2699	54347	6038
2700	54366	6018
2701	54384	5997
2702	54401	5977
2703	54420	5957
2704	54437	5936
2705	54457	5916
2706	54475	5896
2707	54494	5876
2708	54512	5855
2709	54532	5835
2710	54549	5815
2711	54570	5795
2712	54589	5774
2713	54607	5754
2714	54627	5734
2715	54646	5714
2716	54666	5693
