iter	RMSE
149	0.556886528
150	0.5553011779
151	0.5530689141
152	0.5504996073
153	0.5493184441
154	0.5469830878
155	0.5454609538
156	0.543989302
157	0.5425696454
158	0.5415914534
159	0.5403435039
160	0.5383680878
161	0.5363513809
162	0.5353706867
163	0.5337759536
164	0.532618886
165	0.5315311195
166	0.5300886988
167	0.5285670708
168	0.5275169947
169	0.5263593262
170	0.5251111972
171	0.5238125145
172	0.5229597926
173	0.5219354708
174	0.521155043
175	0.5201458414
176	0.5190031397
177	0.5179327103
178	0.5163995723
179	0.5156581383
180	0.5141817869
181	0.5131502901
182	0.5116846099
183	0.5103694822
184	0.509508178
185	0.5085881721
186	0.5077636005
187	0.5064684631
188	0.5056232393
189	0.5049256362
190	0.5042641169
191	0.5029413596
192	0.5020036122
193	0.5011769859
194	0.5003342675
195	0.4996553418
196	0.4987251477
197	0.4978781335
198	0.497071393
199	0.4964405017
200	0.4957389264
201	0.4949657645
202	0.4942915587
203	0.4935047059
204	0.4920027453
205	0.4909010771
206	0.4901099037
207	0.489298319
208	0.4886350131
209	0.4879062422
210	0.4873130984
211	0.4865110585
212	0.4852362148
213	0.484617365
214	0.4838633008
215	0.4833524995
216	0.4825310245
217	0.4818358467
218	0.4810744338
219	0.4802110699
220	0.4794674296
221	0.4788081172
222	0.4780866869
223	0.4774593709
224	0.4769041178
225	0.4762976453
226	0.4757987258
227	0.4751833228
228	0.4745166961
229	0.4740068767
230	0.4733396667
231	0.4724769111
232	0.471764066
233	0.471207475
234	0.4705619216
235	0.4700475699
236	0.4694906298
237	0.4690306303
238	0.468086428
239	0.4675254026
240	0.4670277708
241	0.4665143815
242	0.4658978559
243	0.4650479516
244	0.4645038122
245	0.4640191345
246	0.4634406215
247	0.4629207675
248	0.4624214711
249	0.4620244024
250	0.4616659324
251	0.4611023423
252	0.4602965017
253	0.4598007469
254	0.4594556813
255	0.4588849032
256	0.4584244088
257	0.4578562138
258	0.457424458
259	0.457132084
260	0.4564072851
261	0.4558981401
262	0.4553616449
263	0.4548638437
264	0.454395779
265	0.4538602227
266	0.4532639923
267	0.4528154249
268	0.4522826728
269	0.4519793636
270	0.4515068965
271	0.4509436779
272	0.4503651107
273	0.4499062851
274	0.4495399766
275	0.4491057558
276	0.4487591427
277	0.4483607997
278	0.4478129472
279	0.4473358957
280	0.4468621287
281	0.4465352585
282	0.4460915623
283	0.4456658071
284	0.4451657568
285	0.4447858746
286	0.4443951687
287	0.4439813623
288	0.4436663684
289	0.4432862609
290	0.4427927636
291	0.4424076992
292	0.4419151853
293	0.4416136531
294	0.4412383578
295	0.4409895592
296	0.4405839463
297	0.440206865
298	0.439791294
299	0.4394155982
300	0.4389032756
301	0.4385429823
302	0.4381756206
303	0.4378224167
304	0.4374970613
305	0.4370312572
306	0.4366076127
307	0.4364284085
308	0.4360618665
309	0.4356749015
310	0.4354517171
311	0.4351149772
312	0.4348795298
313	0.4346863757
314	0.4343888389
315	0.4340304159
316	0.4338000022
317	0.4334524452
318	0.4332362717
319	0.4328683121
320	0.4325669044
321	0.4322417638
322	0.4319219003
323	0.4315044349
324	0.4311415081
325	0.4308080709
326	0.4306236062
327	0.4303285882
328	0.4300194043
329	0.4298375878
330	0.4295005732
331	0.4291595941
332	0.4289149872
333	0.4286585623
334	0.4284656777
335	0.4282285776
336	0.4278893995
337	0.4276073864
338	0.4273941099
339	0.4271443019
340	0.4269537113
341	0.4266509801
342	0.4263809053
343	0.4260557259
344	0.4257954977
345	0.4255344017
346	0.4252628845
347	0.4248838099
348	0.4246195068
349	0.4244412662
350	0.4242408117
351	0.42395833
352	0.4237107604
353	0.4235375827
354	0.4232914819
355	0.4229789609
356	0.4226763828
357	0.4224404245
358	0.4222202316
359	0.4220154407
360	0.4217205765
361	0.4214777977
362	0.4212126968
363	0.4210971528
364	0.4208643755
365	0.4206902685
366	0.4205268941
367	0.420319707
368	0.4199175936
369	0.4196855209
370	0.4194236963
371	0.4191978067
372	0.4190182471
373	0.4188395661
374	0.4186792805
375	0.4183923451
376	0.4182497843
377	0.4180598975
378	0.4179065689
379	0.4177248121
380	0.4174829242
381	0.4172923852
382	0.4170462979
383	0.416837328
384	0.4166739748
385	0.4165081372
386	0.4163836034
387	0.4162171813
388	0.4160192016
389	0.415671305
390	0.4155290562
391	0.4153244489
392	0.4151779423
393	0.4149900396
394	0.4148390352
395	0.4146699854
396	0.4144068024
397	0.4141870922
398	0.4139852488
399	0.4138696457
400	0.4137479547
401	0.4132004704
402	0.4130265861
403	0.4128320719
404	0.4127065038
405	0.4124014967
406	0.4121921273
407	0.4119908388
408	0.411799164
409	0.4116493597
410	0.4114736058
411	0.4110267376
412	0.4106945138
413	0.4105135998
414	0.4103068823
415	0.4101299446
416	0.4099476135
417	0.4097738257
418	0.4096623947
419	0.4095587988
420	0.4094256746
421	0.4091776622
422	0.4090645268
423	0.4088888781
424	0.4087410225
425	0.4085957218
426	0.4084909721
427	0.4083897143
428	0.4080712064
429	0.4079307858
430	0.4077743045
431	0.4076176068
432	0.4074523115
433	0.4072714302
434	0.4068157751
435	0.4066573595
436	0.4064711941
437	0.4063014254
438	0.4060854933
439	0.4059177778
440	0.4057526658
441	0.4053415341
442	0.405167161
443	0.404995182
444	0.404810773
445	0.4046470949
446	0.4044948088
447	0.4043333524
448	0.4042342251
449	0.4038766102
450	0.4037665078
451	0.4036374752
452	0.4034881095
453	0.4033523765
454	0.4032576754
455	0.4032542897
456	0.403126054
457	0.4030795512
458	0.4029154197
459	0.402913501
460	0.4027777383
461	0.4026369817
462	0.4025575546
463	0.4024558008
464	0.402312892
465	0.4021670924
466	0.402030672
467	0.4018767983
468	0.4017872482
469	0.4016860793
470	0.4016835188
471	0.4014590442
472	0.4013487971
473	0.4013471383
474	0.4012603537
475	0.4011357305
476	0.4010013604
477	0.4009224806
478	0.4007325636
479	0.4005845181
480	0.4004348458
481	0.4003502605
482	0.4003080861
483	0.4001600437
484	0.400038674
485	0.3999281618
486	0.399834641
487	0.3997083964
488	0.399615307
489	0.3995297204
490	0.3994011101
491	0.3992992449
492	0.3992044919
493	0.3990973507
494	0.3990258578
495	0.3989104025
496	0.3988052538
497	0.398715565
498	0.3985976723
499	0.398380769
500	0.3982679058
501	0.3982663973
502	0.39815048
503	0.3980378178
504	0.3979464564
505	0.3978864554
506	0.3977316931
507	0.3976517202
508	0.3975357603
509	0.3975266868
510	0.3974356202
511	0.3973658129
512	0.397268837
513	0.397141801
514	0.3970223566
515	0.3969047949
516	0.3968259915
517	0.3967139938
518	0.3966185219
519	0.3965660358
520	0.3964676159
521	0.3963158911
522	0.3962599636
523	0.3961732519
524	0.3960872884
525	0.396024079
526	0.3959668552
527	0.3958589754
528	0.3957878989
529	0.3957380806
530	0.3956336809
531	0.3953694152
532	0.395266476
533	0.3951967914
534	0.3950812796
535	0.3949925859
536	0.3949076033
537	0.3948103173
538	0.3947264135
539	0.3947243455
540	0.3946431096
541	0.3945693153
542	0.3944637732
543	0.3944362115
544	0.3943121618
545	0.3942208098
546	0.3941173415
547	0.3940396556
548	0.3939547904
549	0.3938438827
550	0.3937595614
551	0.3936494012
552	0.3935673204
553	0.3934576559
554	0.393357096
555	0.393301141
556	0.3932002423
557	0.3931977754
558	0.3930616561
559	0.3929915158
560	0.3929789569
561	0.3928993784
562	0.3927581767
563	0.3927181686
564	0.3926344646
565	0.3925634326
566	0.392467345
567	0.3923953356
568	0.3923281705
569	0.3922294484
570	0.3921377166
571	0.3920843012
572	0.3920057176
573	0.3919219069
574	0.3918763415
575	0.3917843364
576	0.3916921748
577	0.3916188235
578	0.3915622149
579	0.3913972602
580	0.3912996689
581	0.391223962
582	0.3911331968
583	0.3910456242
584	0.3909884173
585	0.390898588
586	0.3908347983
587	0.3907463815
588	0.3906649631
589	0.3906100388
590	0.3905169563
591	0.3904060597
592	0.390313118
593	0.3903114099
594	0.3902590712
595	0.3901423118
596	0.3900912268
597	0.3900200261
598	0.3899252232
599	0.3897975286
600	0.3896093712
601	0.3895169197
602	0.3894410901
603	0.3893658061
604	0.3891498533
605	0.3890970609
606	0.3890240977
607	0.3889814536
608	0.3889805968
609	0.388897338
610	0.3888797445
611	0.3888114515
612	0.3887510045
613	0.3886698646
614	0.3885910998
615	0.3885266367
616	0.3884576137
617	0.3883963313
618	0.3883241374
619	0.3882824598
620	0.3881887061
621	0.3881032378
622	0.3880331885
623	0.3879745169
624	0.3878958451
625	0.3878202472
626	0.3877856789
627	0.3876720896
628	0.3875858377
629	0.3875279112
630	0.3874441065
631	0.3873892943
632	0.3873037317
633	0.387301906
634	0.3872999886
635	0.3872413465
636	0.3872010532
637	0.3871242794
638	0.3870442057
639	0.3869391993
640	0.3867964151
641	0.3867485026
642	0.3866841782
643	0.386591361
644	0.3865406989
645	0.3864744061
646	0.3864400265
647	0.3863546653
648	0.3862890955
649	0.3862133706
650	0.3861435477
651	0.3860601013
652	0.3860047686
653	0.3859819676
654	0.3859391558
655	0.3858644428
656	0.3858085545
657	0.3858072144
658	0.3858061465
659	0.3857534502
660	0.3857040812
661	0.3856496179
662	0.3855545021
663	0.3854992312
664	0.3854620535
665	0.3854075188
666	0.3854064324
667	0.3853400769
668	0.3852706405
669	0.3852077026
670	0.3851514219
671	0.385090265
672	0.3850109438
673	0.3849691253
674	0.3849024805
675	0.3848319387
676	0.3847843291
677	0.3846954314
678	0.3846371798
679	0.3845072005
680	0.3844852322
681	0.3844420037
682	0.3843641494
683	0.3842984797
684	0.3842561466
685	0.3842141285
686	0.3841426914
687	0.384121845
688	0.3840246134
689	0.3839669115
690	0.3839142916
691	0.3838522348
692	0.383772236
693	0.3837068943
694	0.3836527237
695	0.3835984584
696	0.3835226372
697	0.3834071336
698	0.3833273087
699	0.3832438317
700	0.3831543661
701	0.3831006746
702	0.3830847863
703	0.3830289168
704	0.3829527871
705	0.382902653
706	0.3828475632
707	0.3827646143
708	0.3827058817
709	0.3827052322
710	0.3826524415
711	0.3825792133
712	0.3825585027
713	0.3825029917
714	0.3824274
715	0.3823679547
716	0.3823177721
717	0.3822663981
718	0.3822656373
719	0.382226826
720	0.3822231068
721	0.3821760594
722	0.3821347969
723	0.3820781028
724	0.3820252267
725	0.3819809096
726	0.3819347475
727	0.3818840762
728	0.3818463887
729	0.3818124669
730	0.3817611151
731	0.3816932439
732	0.3815304806
733	0.381467729
734	0.3814095309
735	0.3813742534
736	0.3812910072
737	0.3812347912
738	0.3812054435
739	0.3811646118
740	0.3811104246
741	0.3810661013
742	0.3810138265
743	0.3809515006
744	0.3809011781
745	0.3808632502
746	0.380805094
747	0.3807674269
748	0.3806939285
749	0.3806555014
750	0.3806151516
751	0.3805652746
752	0.3805161119
753	0.3804410214
754	0.380391473
755	0.3803538072
756	0.3803056809
757	0.380281345
758	0.3802260234
759	0.3801758779
760	0.3801285762
761	0.3800815654
762	0.3800422259
763	0.3799517431
764	0.3799073556
765	0.3798622352
766	0.3797955166
767	0.3797498631
768	0.3797087296
769	0.3796538512
770	0.3795928078
771	0.3795434818
772	0.3795056046
773	0.3794735595
774	0.3794472792
775	0.3794021315
776	0.3793384618
777	0.3793095433
778	0.3792610754
779	0.3792163534
780	0.3791663237
781	0.3791233203
782	0.3790769338
783	0.379039557
784	0.3790082912
785	0.3789837894
786	0.3789421324
787	0.3788960712
788	0.3787606118
789	0.3787086034
790	0.3786638259
791	0.3786183697
792	0.3785700431
793	0.3785347228
794	0.3784945649
795	0.3784566022
796	0.3784195609
797	0.3784183466
798	0.3783578865
799	0.3783563817
800	0.3782973396
801	0.3782599387
802	0.3782133062
803	0.3781557574
804	0.3781114942
805	0.3780743126
806	0.378031729
807	0.3779904922
808	0.3779514693
809	0.377905018
810	0.3778762947
811	0.3778428751
812	0.377809872
813	0.3777748197
814	0.3777256494
815	0.3776779043
816	0.3776382868
817	0.3775834884
818	0.3775781452
819	0.3775069634
820	0.3774498653
821	0.3774291677
822	0.3773831876
823	0.3773371874
824	0.3773002191
825	0.3772853184
826	0.3772622158
827	0.3771742981
828	0.3771373635
829	0.3770961527
830	0.3770345575
831	0.3770035535
832	0.3769677801
833	0.3769390005
834	0.3768866151
835	0.3768334599
836	0.3767871433
837	0.3767370838
838	0.3767188924
839	0.3766878483
840	0.376686376
841	0.3766535498
842	0.3766141842
843	0.3765913351
844	0.376567158
845	0.3765623091
846	0.3765101195
847	0.3764739435
848	0.3764385828
849	0.3763071104
850	0.3762674705
851	0.3762200732
852	0.3761673138
853	0.3761284024
854	0.3761232946
855	0.3760784248
856	0.3760431539
857	0.3760002541
858	0.3759679504
859	0.3759367138
860	0.3758911717
861	0.3758420674
862	0.3757981644
863	0.3757084957
864	0.3756904255
865	0.3756503901
866	0.3756159225
867	0.3755670624
868	0.375534209
869	0.3754950219
870	0.3754578085
871	0.3754187944
872	0.37535559
873	0.3753220424
874	0.3753051215
875	0.375272463
876	0.3752457628
877	0.375208514
878	0.3751698711
879	0.3751088848
880	0.3749920239
881	0.3749680089
882	0.3749296112
883	0.3748999431
884	0.3748669261
885	0.3748042038
886	0.3747847571
887	0.3747663834
888	0.3747483808
889	0.3747324717
890	0.3747022607
891	0.3746778912
892	0.3746339753
893	0.3745787072
894	0.3745347762
895	0.3744986469
896	0.3744412868
897	0.3744170417
898	0.3743960926
899	0.3743657568
900	0.3743095231
901	0.3742585827
902	0.374220262
903	0.3741777557
904	0.3741401827
905	0.374092924
906	0.3740519131
907	0.3740153151
908	0.3739861409
909	0.373949992
910	0.3739054632
911	0.3738735397
912	0.3738415043
913	0.3738029023
914	0.3737613358
915	0.3737206198
916	0.3736585415
917	0.3736259811
918	0.3735951527
919	0.3735608005
920	0.3734792955
921	0.3734455522
922	0.373415733
923	0.3733962589
924	0.3733417709
925	0.3733074046
926	0.3732630406
927	0.3732313421
928	0.3732018017
929	0.3731721367
930	0.3731425377
931	0.3731186128
932	0.3730224805
933	0.3729847198
934	0.3729424047
935	0.3729101171
936	0.3728855708
937	0.3728460434
938	0.3728068549
939	0.3727873801
940	0.3727657233
941	0.3727507888
942	0.3727184215
943	0.3725736094
944	0.3725438848
945	0.3725029156
946	0.3724732262
947	0.3724382905
948	0.3724065639
949	0.3723892818
950	0.3723532658
951	0.3723234969
952	0.3723003075
953	0.3722634034
954	0.3721593998
955	0.3721384437
956	0.3721124104
957	0.3720700942
958	0.3720272408
959	0.3719815893
960	0.3719569458
961	0.3719329366
962	0.3718972066
963	0.3718618834
964	0.371749919
965	0.3716980695
966	0.3716691079
967	0.3716260445
968	0.3715966809
969	0.3715619355
970	0.3715404527
971	0.3714978539
972	0.3714932657
973	0.3714588258
974	0.3713012328
975	0.3712790017
976	0.3712609923
977	0.3712377533
978	0.3712049199
979	0.371170305
980	0.371148416
981	0.3711064355
982	0.3710795504
983	0.3710503555
984	0.3710163573
985	0.3709866287
986	0.3709411447
987	0.37091809
988	0.3708941647
989	0.3708552898
990	0.3708238027
991	0.3707862714
992	0.3707515967
993	0.3707327602
994	0.3706836388
995	0.3706361965
996	0.3706161965
997	0.3705813789
998	0.3705430822
999	0.3705100209
1000	0.370467619
1001	0.3704275625
1002	0.370396021
1003	0.3703593851
1004	0.3703200632
1005	0.3702932139
1006	0.370260892
1007	0.3702206602
1008	0.3701833095
1009	0.3701541771
1010	0.370131111
1011	0.3700916065
1012	0.3700510146
1013	0.3700236589
1014	0.3699863124
1015	0.3699458104
1016	0.3699189469
1017	0.3698899047
1018	0.3698531848
1019	0.3698357399
1020	0.3698147374
1021	0.369787701
1022	0.3697685664
1023	0.3697542314
1024	0.3697503189
1025	0.3697333439
1026	0.3697088925
1027	0.3696673076
1028	0.369640607
1029	0.3696092643
1030	0.3695730282
1031	0.3695417043
1032	0.3695095483
1033	0.3694922554
1034	0.3694612295
1035	0.3694340466
1036	0.3694020177
1037	0.3693655262
1038	0.3693294942
1039	0.3693134746
1040	0.3692853228
1041	0.3692699581
1042	0.3692436038
1043	0.3692139842
1044	0.3691721717
1045	0.3691396021
1046	0.3691042479
1047	0.3690519172
1048	0.3690201284
1049	0.368967319
1050	0.3689307682
1051	0.3688886352
1052	0.3688549276
1053	0.3688351633
1054	0.3687969195
1055	0.3687669219
1056	0.3687201396
1057	0.3686957855
1058	0.3686577301
1059	0.3686307069
1060	0.3686087128
1061	0.3685390945
1062	0.3685098396
1063	0.3684644717
1064	0.3684304005
1065	0.3683969734
1066	0.3683650642
1067	0.3683215385
1068	0.3682961543
1069	0.3682697265
1070	0.3682402858
1071	0.3682152902
1072	0.368182048
1073	0.3681532903
1074	0.36812817
1075	0.3680984129
1076	0.3680747776
1077	0.368053178
1078	0.3680202942
1079	0.3679925751
1080	0.3679678104
1081	0.3679413464
1082	0.3679086514
1083	0.3678609425
1084	0.3678379338
1085	0.367804966
1086	0.3677831031
1087	0.3677561208
1088	0.3677352617
1089	0.3677025543
1090	0.367666451
1091	0.3676438103
1092	0.3675993309
1093	0.3675730193
1094	0.3675366519
1095	0.3674962227
1096	0.367454853
1097	0.3674332023
1098	0.3673892772
1099	0.3673728595
1100	0.3673344819
1101	0.3673056406
1102	0.3672793479
1103	0.3672629548
1104	0.3672282906
1105	0.3672021827
1106	0.3671752827
1107	0.3671456998
1108	0.3671193923
1109	0.3670865033
1110	0.3670555642
1111	0.3670202911
1112	0.3669854742
1113	0.3669599174
1114	0.3669328605
1115	0.3669163532
1116	0.3668823761
1117	0.3668682581
1118	0.3668434677
1119	0.3668246669
1120	0.3666926299
1121	0.3666736599
1122	0.3666351318
1123	0.3666102457
1124	0.3665878524
1125	0.3665474061
1126	0.3665280049
1127	0.3664980361
1128	0.3664687703
1129	0.3664375414
1130	0.3664187528
1131	0.3663677293
1132	0.3663322787
1133	0.3662991584
1134	0.3662661334
1135	0.3662472131
1136	0.3662057624
1137	0.3661756934
1138	0.3661408189
1139	0.3661099702
1140	0.3660820325
1141	0.3660530709
1142	0.3660399808
1143	0.3660127985
1144	0.3659928001
1145	0.3659663288
1146	0.365937827
1147	0.3659259133
1148	0.3658924711
1149	0.3658656436
1150	0.3658404259
1151	0.3658114563
1152	0.3657842205
1153	0.3657477282
1154	0.3656665613
1155	0.3656215544
1156	0.3656007231
1157	0.3655692934
1158	0.365546536
1159	0.3655037878
1160	0.3654759852
1161	0.3654643017
1162	0.3654396794
1163	0.3654130722
1164	0.3653897895
1165	0.3653625034
1166	0.3653263287
1167	0.365290639
1168	0.3652710277
1169	0.3652551171
1170	0.3652367172
1171	0.3652146596
1172	0.3651482692
1173	0.365110722
1174	0.3650861177
1175	0.3650434864
1176	0.3650115417
1177	0.364980915
1178	0.3649356972
1179	0.3648890518
1180	0.3648789011
1181	0.3648536051
1182	0.3648153192
1183	0.3647952881
1184	0.3647567312
1185	0.3647315923
1186	0.3646927534
1187	0.3646594503
1188	0.3646274907
1189	0.3646034737
1190	0.3645794132
1191	0.3645530372
1192	0.3645294511
1193	0.3645004866
1194	0.3644679687
1195	0.3644339423
1196	0.3643996269
1197	0.3643720115
1198	0.3643472466
1199	0.3642293822
1200	0.3641948524
1201	0.3641695443
1202	0.3641333062
1203	0.3641155968
1204	0.3640957899
1205	0.3640584328
1206	0.3640323268
1207	0.3639987032
1208	0.3639980081
1209	0.363972603
1210	0.3639230087
1211	0.3638849473
1212	0.3638502375
1213	0.3638245423
1214	0.3637990567
1215	0.3637814104
1216	0.36376596
1217	0.3637284109
1218	0.3637035996
1219	0.3636808863
1220	0.3636549164
1221	0.3636274063
1222	0.3635958754
1223	0.3635708129
1224	0.3635482452
1225	0.3635161084
1226	0.3635038253
1227	0.363475943
1228	0.3634558471
1229	0.3634242243
1230	0.36339712
1231	0.3633784962
1232	0.3633487882
1233	0.3633243998
1234	0.363304452
1235	0.3632796007
1236	0.3632613768
1237	0.3632362069
1238	0.3632128335
1239	0.3631869447
1240	0.363155898
1241	0.3631256807
1242	0.3631023798
1243	0.3630686345
1244	0.3630381911
1245	0.3630165841
1246	0.3629892718
1247	0.3629471374
1248	0.3629462484
1249	0.3629274257
1250	0.3628879467
1251	0.3628611853
1252	0.3628410053
1253	0.3628184957
1254	0.3627921712
1255	0.3627501174
1256	0.3627256941
1257	0.3626946869
1258	0.3626740197
1259	0.3626577615
1260	0.3626277378
1261	0.3626058089
1262	0.3625726208
1263	0.3625516038
1264	0.3625270073
1265	0.3624998786
1266	0.3624662599
1267	0.3624403883
1268	0.3624101049
1269	0.3623920404
1270	0.3623800662
1271	0.3623577368
1272	0.3623311745
1273	0.3623010651
1274	0.3622747701
1275	0.3622414243
1276	0.3621987133
1277	0.3621743492
1278	0.3621571331
1279	0.3621248236
1280	0.3620951127
1281	0.3620701831
1282	0.3620477877
1283	0.3620025888
1284	0.361975515
1285	0.3619554337
1286	0.3619321282
1287	0.361905638
1288	0.3618680889
1289	0.3618311472
1290	0.361792106
1291	0.3617614236
1292	0.3617327375
1293	0.3616981267
1294	0.3616802158
1295	0.3616590137
1296	0.3616300637
1297	0.3616243182
1298	0.3616033893
1299	0.3615754136
1300	0.3615598199
1301	0.3615318364
1302	0.3615038566
1303	0.3614808609
1304	0.3614481371
1305	0.3614193558
1306	0.3614012444
1307	0.3613724367
1308	0.3613451656
1309	0.3613224666
1310	0.3612992468
1311	0.3612743902
1312	0.3612584023
1313	0.361221981
1314	0.3611931062
1315	0.3611732917
1316	0.361139306
1317	0.3611053889
1318	0.3610865819
1319	0.3610644193
1320	0.3610317046
1321	0.3610080178
1322	0.3609706049
1323	0.3609366374
1324	0.3609274536
1325	0.3609034744
1326	0.3608789353
1327	0.3608528214
1328	0.3608368729
1329	0.3608134666
1330	0.3607866493
1331	0.3607588548
1332	0.3607395569
1333	0.3607206346
1334	0.3606905673
1335	0.3606639166
1336	0.3606289157
1337	0.3606076997
1338	0.3605910711
1339	0.3605711971
1340	0.3605434816
1341	0.3605043437
1342	0.3604482393
1343	0.3604317089
1344	0.360413107
1345	0.3603908747
1346	0.3603608461
1347	0.3603431151
1348	0.3603204686
1349	0.3602902242
1350	0.3602692034
1351	0.3602462793
1352	0.3602281016
1353	0.3601268452
1354	0.3600998285
1355	0.360073934
1356	0.3600350573
1357	0.3600140557
1358	0.3599845118
1359	0.359951918
1360	0.3599276202
1361	0.3599020265
1362	0.3598713184
1363	0.3598566527
1364	0.3598372186
1365	0.3598090962
1366	0.359784628
1367	0.3597529395
1368	0.359723089
1369	0.3597014809
1370	0.3596673919
1371	0.3596494107
1372	0.359622628
1373	0.3595984211
1374	0.3595730973
1375	0.3595452399
1376	0.3595204937
1377	0.359495387
1378	0.3594738398
1379	0.3594504582
1380	0.3594218379
1381	0.3594017512
1382	0.3593763689
1383	0.3593506996
1384	0.3593253768
1385	0.3592881074
1386	0.3592701841
1387	0.3592524974
1388	0.3592098105
1389	0.3591807182
1390	0.3591598802
1391	0.3591463763
1392	0.3591226019
1393	0.359097431
1394	0.3590779426
1395	0.359044831
1396	0.3590176691
1397	0.3589908219
1398	0.3589705651
1399	0.3589391947
1400	0.3589184933
1401	0.3588981176
1402	0.3588835724
1403	0.3588637074
1404	0.3588437279
1405	0.3588259926
1406	0.3588010851
1407	0.3587708242
1408	0.3587515403
1409	0.3587185699
1410	0.3587014777
1411	0.3586729607
1412	0.3586534648
1413	0.358633241
1414	0.3586073012
1415	0.3585854676
1416	0.3585554358
1417	0.3585337744
1418	0.3585145592
1419	0.3584903553
1420	0.3584587923
1421	0.3584322637
1422	0.3583679292
1423	0.3583398601
1424	0.3583225114
1425	0.3583014131
1426	0.358276922
1427	0.3582483708
1428	0.3582310209
1429	0.3582125799
1430	0.3582023461
1431	0.3581813485
1432	0.3581550556
1433	0.3581384414
1434	0.3581220924
1435	0.3579729603
1436	0.3579504232
1437	0.3579496643
1438	0.3579238332
1439	0.357906195
1440	0.3578772241
1441	0.3578746744
1442	0.3578510679
1443	0.3578338629
1444	0.3578142305
1445	0.3577863081
1446	0.3577469555
1447	0.357720182
1448	0.3577060524
1449	0.3576448102
1450	0.3576212673
1451	0.3575997135
1452	0.3575798164
1453	0.3575511689
1454	0.3575194135
1455	0.3575046457
1456	0.3574875562
1457	0.3574713509
1458	0.3574477336
1459	0.3574305527
1460	0.3573981186
1461	0.357364738
1462	0.357324966
1463	0.3573014827
1464	0.3572776929
1465	0.3572459734
1466	0.3572241646
1467	0.3572011012
1468	0.3571699281
1469	0.357148634
1470	0.3571289524
1471	0.3570943974
1472	0.3570759347
1473	0.35705088
1474	0.3570323235
1475	0.3570083252
1476	0.3569852531
1477	0.356956002
1478	0.3569232665
1479	0.3568913573
1480	0.3568689631
1481	0.3568492006
1482	0.356827489
1483	0.3568156994
1484	0.356803007
1485	0.3567845271
1486	0.3567652078
1487	0.3567357173
1488	0.3567184687
1489	0.3566984879
1490	0.356683734
1491	0.3566658119
1492	0.3566414991
1493	0.3566099854
1494	0.3565846373
1495	0.3565670902
1496	0.356553213
1497	0.3565341857
1498	0.3565124556
1499	0.3564820178
1500	0.3564546449
1501	0.3564313055
1502	0.3564129147
1503	0.3563553083
1504	0.3563298418
1505	0.3563073875
1506	0.356289928
1507	0.3562709204
1508	0.3562385562
1509	0.3562151639
1510	0.3561893376
1511	0.3561716883
1512	0.3561553037
1513	0.3561295029
1514	0.3561098401
1515	0.3560732073
1516	0.3560512425
